[22/9/23, 17:25:44] Maga: ‎Los mensajes y las llamadas están cifrados de extremo a extremo. Nadie fuera de este chat, ni siquiera WhatsApp, puede leerlos ni escucharlos.
[22/9/23, 17:25:44] Antonio Murillo Sevillano: https://maps.app.goo.gl/Tdrzv5EpChmwDpRx7?g_st=iw
[18/10/23, 0:06:20] Maga: Amanda historia de marta ambrosio alome
[18/10/23, 0:06:26] Maga: O alome se acordo
[18/10/23, 0:18:08] Antonio Murillo Sevillano: Shit
[18/10/23, 0:18:11] Antonio Murillo Sevillano: No me acoraba de eso
[18/10/23, 0:18:35] Antonio Murillo Sevillano: Llevo 7.24 pavos en cerveza
[18/10/23, 0:25:18] Maga: Hoy??
[18/10/23, 0:25:23] Maga: Eso es mucho?
[18/10/23, 0:25:35] Antonio Murillo Sevillano: Na solo llevo litro y medio
[18/10/23, 0:25:42] Antonio Murillo Sevillano: 2 y 10 cada cerveza
[18/10/23, 0:25:50] Maga: Ta bien coño
[18/10/23, 0:25:56] Antonio Murillo Sevillano: Yaya
[18/10/23, 0:25:57] Antonio Murillo Sevillano: Xill
[18/10/23, 0:26:04] Antonio Murillo Sevillano: Q manita tiene julio
[18/10/23, 0:26:06] Maga: De 330?
[18/10/23, 0:26:07] Antonio Murillo Sevillano: No pierde a nada
[18/10/23, 0:26:11] Maga: Para que
[18/10/23, 0:26:13] Antonio Murillo Sevillano: Medio litro gorda
[18/10/23, 0:26:30] Antonio Murillo Sevillano: Dardos minigolf
[18/10/23, 0:26:55] Maga: Y con las niñas la clava igua??😝😝
[18/10/23, 0:27:23] Antonio Murillo Sevillano: No
[18/10/23, 0:47:54] Maga: Te llueven las felicidades 😝😝😝
[18/10/23, 0:48:01] Maga: What a blessin
[18/10/23, 1:25:49] Antonio Murillo Sevillano: 🙈
[18/10/23, 1:25:53] Antonio Murillo Sevillano: Las peeeas
[18/10/23, 1:25:55] Antonio Murillo Sevillano: Perras
‎[18/10/23, 1:28:45] Antonio Murillo Sevillano: ‎imagen omitida
[18/10/23, 2:03:35] Antonio Murillo Sevillano: Illo mañana tenemos que hablar porque me estoy volviendo loco de verdad
[18/10/23, 4:16:38] Antonio Murillo Sevillano: Mañana hablamos
[18/10/23, 4:16:54] Maga: Me he desvelado
[18/10/23, 4:17:05] Maga: He tenido 2 parálisis del sueño
[18/10/23, 4:17:10] Maga: Peleita?
[18/10/23, 4:17:22] Antonio Murillo Sevillano: Marikita
[18/10/23, 4:17:26] Maga: Pero sin alucinar solo no poder moverme
[18/10/23, 4:17:27] Antonio Murillo Sevillano: Si
[18/10/23, 4:17:37] Antonio Murillo Sevillano: Yo me voy a dormir ya
[18/10/23, 4:17:43] Antonio Murillo Sevillano: Q mañana tengo clase
[18/10/23, 4:17:44] Maga: Ya me contarás
[18/10/23, 4:17:51] Antonio Murillo Sevillano: Y deberes de antes
[18/10/23, 4:17:55] Antonio Murillo Sevillano: Si
[18/10/23, 4:17:57] Antonio Murillo Sevillano: Duérmete ya
[18/10/23, 4:18:02] Antonio Murillo Sevillano: Q va a venir la parálisis si no
[18/10/23, 4:18:20] Antonio Murillo Sevillano: Del ekilio pidiéndole q le devuelvas los 5 fiaos
[18/10/23, 9:23:09] Maga: Cuentame
[18/10/23, 10:40:43] Antonio Murillo Sevillano: Lo de ayer
[18/10/23, 10:49:54] Antonio Murillo Sevillano: Tas haciendo algo ?
[18/10/23, 11:30:17] Maga: No
[18/10/23, 12:18:31] Antonio Murillo Sevillano: haz lo de revolut
[18/10/23, 12:18:39] Antonio Murillo Sevillano: q es util tener la cuenta y tarjeta
[18/10/23, 12:18:43] Antonio Murillo Sevillano: y te llevas 25 pavos
[18/10/23, 12:21:27] Maga: Luego lo hago
[18/10/23, 12:21:31] Maga: Le voy a dar al estudio
[18/10/23, 12:22:35] Antonio Murillo Sevillano: enga flama
[18/10/23, 12:30:44] Antonio Murillo Sevillano: es que pienso en que acabe y me pongo triste
[18/10/23, 12:31:03] Maga: Mas triste es vivir asi loko
[18/10/23, 12:31:13] Maga: Todo acaba terminando
[18/10/23, 12:31:16] Maga: Hay q saber dejar ir
[18/10/23, 12:34:07] Antonio Murillo Sevillano: ya lo se mano
[18/10/23, 12:34:11] Antonio Murillo Sevillano: pero no se
[18/10/23, 12:34:22] Antonio Murillo Sevillano: escuchando musica q me recuerda a ella me pongo triste
[18/10/23, 12:37:41] Maga: Eso te va a pasar siempre
[18/10/23, 12:37:51] Maga: Tienes que aceptarlo
[18/10/23, 12:41:34] Antonio Murillo Sevillano: a ti cuando dejo de pasarte
[18/10/23, 12:41:42] Antonio Murillo Sevillano: y como supiste que no te ibas a arrepentir
‎[18/10/23, 12:42:34] Maga: ‎<adjunto: 00002256-AUDIO-2023-10-18-12-42-34.opus>
‎[18/10/23, 12:44:43] Maga: ‎<adjunto: 00002257-AUDIO-2023-10-18-12-44-43.opus>
‎[18/10/23, 12:46:22] Maga: ‎<adjunto: 00002258-AUDIO-2023-10-18-12-46-22.opus>
[18/10/23, 12:47:36] Antonio Murillo Sevillano: Porque era diferente
[18/10/23, 12:47:58] Maga: Si pero la sensación de perdida es la misma
[18/10/23, 12:48:06] Maga: Y tu y yo tenemos algo en común
[18/10/23, 12:48:19] Maga: Los dos sabemos que no esta bien donde estamos
[18/10/23, 12:48:31] Maga: Pero yo no tome la decisión x mieo
[18/10/23, 13:06:23] Antonio Murillo Sevillano: ahora escucho los audios que estoy en clae
[18/10/23, 13:06:24] Antonio Murillo Sevillano: clase
[18/10/23, 15:44:10] Antonio Murillo Sevillano: Una hora en llamada con maría en el parking del súper polaco
[18/10/23, 15:44:28] Maga: Y que tal
‎[18/10/23, 15:46:01] Antonio Murillo Sevillano: ‎<adjunto: 00002268-AUDIO-2023-10-18-15-46-01.opus>
[18/10/23, 15:47:16] Maga: Me coorto la xurra
[18/10/23, 15:47:36] Antonio Murillo Sevillano: Tengo la cabeza
[18/10/23, 15:47:41] Antonio Murillo Sevillano: Q no se ni q he pensado
[18/10/23, 15:48:34] Maga: Manito hay que buscar ya un remedio
[18/10/23, 15:48:42] Maga: Te vas a quedar fatal
‎[18/10/23, 15:49:31] Antonio Murillo Sevillano: ‎<adjunto: 00002274-AUDIO-2023-10-18-15-49-30.opus>
‎[18/10/23, 15:49:53] Antonio Murillo Sevillano: ‎<adjunto: 00002275-AUDIO-2023-10-18-15-49-53.opus>
[18/10/23, 15:50:33] Maga: Pero no es pa pedir perdón
‎[18/10/23, 15:50:41] Antonio Murillo Sevillano: ‎<adjunto: 00002277-AUDIO-2023-10-18-15-50-41.opus>
[18/10/23, 15:50:54] Maga: Xq ella no ha hecho el intento
‎[18/10/23, 15:51:19] Antonio Murillo Sevillano: ‎<adjunto: 00002279-AUDIO-2023-10-18-15-51-19.opus>
[18/10/23, 15:51:20] Maga: Y no eres tú quien esta faltando al otro
‎[18/10/23, 15:51:37] Antonio Murillo Sevillano: ‎<adjunto: 00002281-AUDIO-2023-10-18-15-51-37.opus>
[18/10/23, 15:51:43] Maga: Madre mía
[18/10/23, 15:51:52] Maga: Es como en los talleres de violencia de género
‎[18/10/23, 15:51:55] Antonio Murillo Sevillano: ‎<adjunto: 00002284-AUDIO-2023-10-18-15-51-55.opus>
[18/10/23, 15:52:12] Maga: Ñoño brode el problema no eres tú
[18/10/23, 15:52:23] Maga: Da igual lo que tú le cuentes
[18/10/23, 15:52:23] Antonio Murillo Sevillano: Q yo tambn tengo culpa
[18/10/23, 15:52:34] Maga: Va a buscar el motivo pa sentirse asi
[18/10/23, 15:52:36] Antonio Murillo Sevillano: Q muchas veces no empatizo con ella en muchas cosas
[18/10/23, 15:53:00] Maga: Pero esq ella no está empatizando contigo en nada
‎[18/10/23, 15:53:08] Antonio Murillo Sevillano: ‎<adjunto: 00002291-AUDIO-2023-10-18-15-53-08.opus>
[18/10/23, 15:54:04] Maga: No se pone en tu lugar de que estas viviendo algo nuevo y que es normal que no puedas estar el 90% de tu tiempo prestándole atencion
[18/10/23, 15:54:54] Maga: Da igual lo que te diga yo ahora xq te gusta y vas a hacer todo lo posible x ver el problema más chico
‎[18/10/23, 15:55:06] Antonio Murillo Sevillano: ‎<adjunto: 00002294-AUDIO-2023-10-18-15-55-06.opus>
[18/10/23, 15:55:06] Maga: Pero las cosas caen x su propio peso
[18/10/23, 15:55:22] Antonio Murillo Sevillano: Ha dicho mil veces q no sabe si le compensa seguir
[18/10/23, 15:55:27] Maga: Que no es una redaccion
[18/10/23, 15:55:34] Antonio Murillo Sevillano: Que ella no merece ser tratada así y que da mucho
[18/10/23, 15:55:48] Maga: Illo que no lo diga
[18/10/23, 15:55:51] Antonio Murillo Sevillano: Me siento un poco mal contando esto pero es q me siento muy perdido
[18/10/23, 15:55:56] Maga: Si lo usa como una amenaza
[18/10/23, 15:56:03] Maga: Xq
[18/10/23, 15:56:06] Maga: Soy tu colega
[18/10/23, 15:56:19] Antonio Murillo Sevillano: Ya
[18/10/23, 15:56:21] Antonio Murillo Sevillano: No se
[18/10/23, 15:56:29] Maga: Illo esta usando una pasivoagresividad bastante fuerte
[18/10/23, 15:56:50] Maga: Todos
[18/10/23, 15:56:51] Maga: Todos
[18/10/23, 15:56:52] Maga: Todso
[18/10/23, 15:56:54] Maga: Los dias
[18/10/23, 15:56:58] Maga: Hay bronca
[18/10/23, 15:57:03] Maga: Sea el motivo q sea
[18/10/23, 15:57:14] Maga: Una vez es q no expresas lo suficiente
[18/10/23, 15:57:19] Maga: Otro es q no contestas
[18/10/23, 15:57:23] Maga: Otro es las niñas
[18/10/23, 15:57:29] Maga: No es un unico motivo
[18/10/23, 15:57:49] Antonio Murillo Sevillano: No se
[18/10/23, 15:57:57] Antonio Murillo Sevillano: Tú verías para rayarse lo de no hablarle de niñas
[18/10/23, 15:57:58] Antonio Murillo Sevillano: ?
[18/10/23, 15:58:16] Maga: Y tu eres el q esta fuera, que deberia vivir la experiencia q tienes ahora y estas el 85% del tiempo pensando en como va tu relacion
[18/10/23, 15:58:18] Maga: No
‎[18/10/23, 15:59:00] Antonio Murillo Sevillano: ‎<adjunto: 00002322-AUDIO-2023-10-18-15-59-00.opus>
[18/10/23, 15:59:04] Maga: No al punto d relacion q tienes con esas niñas
[18/10/23, 15:59:13] Maga: Ves
[18/10/23, 15:59:15] Maga: Illo
[18/10/23, 15:59:43] Maga: Lo q te separa de poner los huevos en la mesa es miedo a perderla
[18/10/23, 15:59:50] Maga: Y es algo que te esta cohibiendo
[18/10/23, 16:00:01] Maga: Xq todo el tiempo estas pensando que y si tiene razon
[18/10/23, 16:00:06] Maga: Y si el problema soy yo
[18/10/23, 16:00:13] Maga: Y si no se q
[18/10/23, 16:00:25] Maga: Cuando no para de victimizar su problema por no ponerle solucion
[18/10/23, 16:00:41] Maga: Xq en ningun momento x lo q me has contado ha intentado cambiar su actitud
[18/10/23, 16:00:46] Maga: Ni una vez
[18/10/23, 16:00:53] Maga: Sigue siempre el mismo patron
[18/10/23, 16:00:58] Maga: La misma trayectoria
[18/10/23, 16:01:06] Maga: Se comporta raro
[18/10/23, 16:01:09] Maga: Tu te rayas
[18/10/23, 16:01:29] Maga: Y al rato te echa en cara algo que no debe ser motivo para discusion
[18/10/23, 16:01:35] Antonio Murillo Sevillano: Si yo se lo he dicho todo y de forma contundente
[18/10/23, 16:01:35] Maga: Y estas metido en un puto bucle
[18/10/23, 16:01:55] Antonio Murillo Sevillano: Le voy a dar una oportunidad más al bucle de salir
[18/10/23, 16:02:01] Maga: Pues si tu has dejado claro los limites y aun asi no los respeta, no te respeta a ti
[18/10/23, 16:02:03] Antonio Murillo Sevillano: O salgo yo
[18/10/23, 16:02:10] Antonio Murillo Sevillano: Que limites
[18/10/23, 16:02:25] Maga: Eso digo yo
[18/10/23, 16:02:39] Maga: Que le has dicho de forma contundente
‎[18/10/23, 16:04:00] Antonio Murillo Sevillano: ‎<adjunto: 00002347-AUDIO-2023-10-18-16-04-00.opus>
[18/10/23, 16:04:10] Maga: Que piensas cuentame
[18/10/23, 16:04:23] Maga: Y dime que contundencia hay en lo q has dicho
‎[18/10/23, 16:04:56] Antonio Murillo Sevillano: ‎<adjunto: 00002350-AUDIO-2023-10-18-16-04-56.opus>
‎[18/10/23, 16:05:17] Antonio Murillo Sevillano: ‎<adjunto: 00002351-AUDIO-2023-10-18-16-05-17.opus>
[18/10/23, 16:05:36] Maga: Estas jugando siempre a ver q ella hace y defenderte
[18/10/23, 16:05:51] Maga: En lugar de dejarle claro lo que tu necesitas para poder mantener una relacion
[18/10/23, 16:05:54] Maga: Lo que son limites
[18/10/23, 16:05:58] Maga: Lo que te incomoda
[18/10/23, 16:07:00] Maga: Y en lugar de dejarlo claro y si los quiere respetar bien y si no pues no puede haber relacion estas yendo todo el rato a ver si ella se corrige y acaba con el bucke
[18/10/23, 16:07:02] Maga: Bucle
[18/10/23, 16:10:16] Maga: Que tampoco es tu culpa
[18/10/23, 16:10:40] Maga: Xq no habria que tensar la cuerda hasta este punto
[18/10/23, 17:30:08] Antonio Murillo Sevillano: no se
[18/10/23, 17:30:15] Antonio Murillo Sevillano: yo voy a esperar a q se rompa la cuerda
[18/10/23, 17:30:37] Antonio Murillo Sevillano: x lo menos asi me ire teniendo claro algo
[18/10/23, 17:31:00] Maga: La cuerda puede tardar en partirse mucho
[18/10/23, 17:31:08] Antonio Murillo Sevillano: no creo
[18/10/23, 17:31:12] Maga: Y siempre es mejor cortar x lo sano q dejar q explote
[18/10/23, 17:31:19] Antonio Murillo Sevillano: bueno
[18/10/23, 17:31:21] Antonio Murillo Sevillano: viene mañana
[18/10/23, 17:31:25] Antonio Murillo Sevillano: asiq voy a darle por lo menos
[18/10/23, 17:31:28] Antonio Murillo Sevillano: darme
[18/10/23, 17:31:33] Antonio Murillo Sevillano: por lo menos el tiempo q este aqui
[18/10/23, 17:31:37] Antonio Murillo Sevillano: que querias q hiciera
[18/10/23, 17:31:39] Maga: Si eso obvio
[18/10/23, 17:31:43] Antonio Murillo Sevillano: dejarlo la semana antes q venga
[18/10/23, 17:31:45] Antonio Murillo Sevillano: o el dia antes
[18/10/23, 17:31:46] Maga: Ya que va a venir
[18/10/23, 17:31:55] Maga: Esperate
[18/10/23, 17:32:01] Antonio Murillo Sevillano: tengo el presentimiento de q el finde semana este se va a liar
[18/10/23, 17:32:03] Antonio Murillo Sevillano: no se pq
[18/10/23, 17:32:10] Maga: Sabes xq
[18/10/23, 17:32:17] Maga: Xq se lleva liando telematicamente mucho
[18/10/23, 17:32:29] Antonio Murillo Sevillano: todas las veces q fui a nantes se lio al menos una vez
[18/10/23, 17:32:32] Antonio Murillo Sevillano: una de minimo
[18/10/23, 17:33:00] Maga: Q pereza broer
[18/10/23, 17:46:00] Antonio Murillo Sevillano: ya
[18/10/23, 17:46:03] Antonio Murillo Sevillano: x eso me da miedo
[18/10/23, 17:46:10] Antonio Murillo Sevillano: pq no tengo fuerza para mas malos ratos
[18/10/23, 17:46:12] Antonio Murillo Sevillano: ni tiempo
[18/10/23, 17:46:13] Antonio Murillo Sevillano: ni ganas
[18/10/23, 17:46:25] Antonio Murillo Sevillano: ella dice q esta cansada y que no sabe si le renta seguir x eso
[18/10/23, 17:46:31] Antonio Murillo Sevillano: pero es q yo estoy iguak
[18/10/23, 17:46:36] Antonio Murillo Sevillano: a cada pelea siento mas apatia
[18/10/23, 17:46:44] Antonio Murillo Sevillano: y cuando creo q me he recuperado hay otra
[18/10/23, 20:31:41] Antonio Murillo Sevillano: Dime en un audio
[18/10/23, 20:31:45] Antonio Murillo Sevillano: Q es para tu pitoso
[18/10/23, 20:31:48] Antonio Murillo Sevillano: Pitoseo
‎[19/10/23, 12:39:00] Maga: ‎<adjunto: 00002396-AUDIO-2023-10-19-12-39-00.opus>
‎[19/10/23, 12:39:10] Maga: ‎<adjunto: 00002397-VIDEO-2023-10-19-12-39-10.mp4>
[19/10/23, 12:39:18] Maga: Cambio radical
[19/10/23, 12:39:29] Maga: A ve si me coge forma
[19/10/23, 12:39:45] Antonio Murillo Sevillano: Esta flama
[19/10/23, 12:40:00] Maga: Me he quitao la mitad
[19/10/23, 12:39:59] Antonio Murillo Sevillano: Aunq Desir radical Alomejor es muxo
[19/10/23, 12:40:03] Maga: Del largo
‎[19/10/23, 12:40:11] Maga: ‎<adjunto: 00002404-AUDIO-2023-10-19-12-40-11.opus>
[19/10/23, 12:40:13] Antonio Murillo Sevillano: Le has dejado al sebas tocar maquinilla ?
[19/10/23, 12:40:38] Maga: Si
[19/10/23, 12:41:28] Maga: Tenia los pelos mu largo antes
[19/10/23, 12:43:57] Antonio Murillo Sevillano: Ta flama
[19/10/23, 12:44:03] Antonio Murillo Sevillano: Haste lo de Revolut
[19/10/23, 12:44:10] Antonio Murillo Sevillano: Q estoy pitoso de 25 pavos
[19/10/23, 13:57:36] Antonio Murillo Sevillano: Hástelo q quedan pocos días
[19/10/23, 13:57:41] Antonio Murillo Sevillano: Y te compras algo bonito 😜
[19/10/23, 13:58:09] Maga: Pero tengo que gastar en esos pocos dias no?
[19/10/23, 13:58:32] Antonio Murillo Sevillano: los 15 pavos?
[19/10/23, 13:58:34] Antonio Murillo Sevillano: en 5 dias
[19/10/23, 13:58:40] Antonio Murillo Sevillano: ve a hacerle la compra a tu vieja
[19/10/23, 13:58:46] Antonio Murillo Sevillano: q 15 euros de comida se gastan en na
[19/10/23, 13:58:51] Antonio Murillo Sevillano: y divides la compra en 3
[19/10/23, 13:58:54] Maga: Pero son de 5 en 5 no?
[19/10/23, 13:58:56] Antonio Murillo Sevillano: si
[19/10/23, 13:59:10] Maga: Po dame tu 10 pavos de lo q te saques
[19/10/23, 13:59:14] Antonio Murillo Sevillano: y de paso ya tienes revolut
[19/10/23, 13:59:17] Maga: Xqmucho sacrificio
[19/10/23, 13:59:18] Antonio Murillo Sevillano: vamos mitad mitad
[19/10/23, 13:59:19] Antonio Murillo Sevillano: 25 25
[19/10/23, 13:59:36] Maga: 20-30
[19/10/23, 13:59:45] Antonio Murillo Sevillano: no
[19/10/23, 13:59:46] Maga: Que te los vas a comer calentitos en la cama metio
[19/10/23, 13:59:51] Antonio Murillo Sevillano: igual q tu
[19/10/23, 13:59:56] Maga: 0-0 entonces
[19/10/23, 14:00:03] Maga: Una polla
[19/10/23, 14:00:11] Antonio Murillo Sevillano: perro sanxez se va a dropear 2k pronto
[19/10/23, 14:00:13] Maga: 3 veces a comprar cosas en 5 dias
[19/10/23, 14:00:18] Maga: A ti?
[19/10/23, 14:00:20] Antonio Murillo Sevillano: mano es ir al mercadona
[19/10/23, 14:00:29] Antonio Murillo Sevillano: y decirle a la mujer
[19/10/23, 14:00:30] Maga: 3 veces
[19/10/23, 14:00:33] Antonio Murillo Sevillano: no
[19/10/23, 14:00:35] Antonio Murillo Sevillano: puedes ir una
[19/10/23, 14:00:40] Antonio Murillo Sevillano: y q te cobre 3 veces
[19/10/23, 14:00:41] Maga: Ahh q no tiene que ser el mismo dia
[19/10/23, 14:00:52] Antonio Murillo Sevillano: puede ser cuando te salga del pitp
[19/10/23, 14:01:03] Antonio Murillo Sevillano: con q pases la tarjeta 3 veces con 5 euros cada ve
[19/10/23, 14:02:10] Maga: El dinero como me lo meto al revolut
[19/10/23, 14:02:43] Maga: Pasame el enlace
[19/10/23, 14:02:50] Antonio Murillo Sevillano: Con Apple Pay
[19/10/23, 14:02:51] Maga: Que me estaba registrando x mi cuenta
[19/10/23, 14:02:54] Antonio Murillo Sevillano: Con tu otra tarjeta
[19/10/23, 14:03:08] Maga: Vale
[19/10/23, 14:03:14] Maga: .
[19/10/23, 14:03:32] Antonio Murillo Sevillano: Únete a los más de 30 millones de clientes a los que nos encanta Revolut. Regístrate con este enlace:  https://revolut.com/referral/?referral-code=antonig3vq!OCT1-23-AR
[19/10/23, 14:04:56] Maga: Tienen q ser por cojones comprad de 5 euros
[19/10/23, 14:04:59] Maga: ?
[19/10/23, 14:05:06] Antonio Murillo Sevillano: si
[19/10/23, 14:05:14] Maga: Madre mia xurr
‎[19/10/23, 14:05:20] Antonio Murillo Sevillano: ‎<adjunto: 00002456-PHOTO-2023-10-19-14-05-20.jpg>
[19/10/23, 14:05:42] Antonio Murillo Sevillano: la tarjeta vale 5 pavos pedirla pero eso lo pedimos entre los dos
[19/10/23, 14:05:44] Antonio Murillo Sevillano: tipo a medias
[19/10/23, 14:05:50] Antonio Murillo Sevillano: a ve tambn te sirve
[19/10/23, 14:05:52] Maga: Cuanto tarda la tarjeta
[19/10/23, 14:05:55] Antonio Murillo Sevillano: nono
[19/10/23, 14:05:56] Maga: En llegar
[19/10/23, 14:05:57] Antonio Murillo Sevillano: tu pidela
[19/10/23, 14:06:01] Antonio Murillo Sevillano: y la pones en el movil
[19/10/23, 14:06:04] Antonio Murillo Sevillano: no tiene q llegar
[19/10/23, 14:06:04] Maga: Ah vale vale
[19/10/23, 14:06:13] Antonio Murillo Sevillano: yo estoy usando revolut aqui para todo
[19/10/23, 14:06:20] Antonio Murillo Sevillano: pq 0 comision para cambiar moneda
[19/10/23, 14:06:24] Antonio Murillo Sevillano: y esta mas xetado
[19/10/23, 14:06:33] Maga: Ya pero yo aki no voy a tocarlo como tu entenderas
[19/10/23, 14:06:57] Antonio Murillo Sevillano: es mas util q la del banco normal
[19/10/23, 14:07:06] Antonio Murillo Sevillano: ya lo verás
[19/10/23, 14:07:23] Antonio Murillo Sevillano: y en na le van a meter bizum
[19/10/23, 14:13:19] Maga: No je yo lo quiero por el dinero nada mas
[19/10/23, 14:13:24] Maga: Tampoco gasto tanto
[19/10/23, 14:13:49] Maga: Asi que la tarjeta es un gasto común
[19/10/23, 14:14:00] Antonio Murillo Sevillano: si
[19/10/23, 14:14:21] Antonio Murillo Sevillano: pidela y dime el precio
[19/10/23, 14:16:02] Maga: Tienen que verificarme
[19/10/23, 14:16:10] Maga: Sin pedir la física no se puede??
[19/10/23, 14:16:31] Antonio Murillo Sevillano: Puedes pedir la física
[19/10/23, 14:16:35] Antonio Murillo Sevillano: Y usar la digital
[19/10/23, 14:16:41] Antonio Murillo Sevillano: Pero tienes q pedir la física
[19/10/23, 14:17:02] Maga: 7 pavos
[19/10/23, 14:17:12] Antonio Murillo Sevillano: 3.5 q te debo
[19/10/23, 14:17:14] Maga: Mano que pereza
[19/10/23, 14:17:20] Maga: De verdad
[19/10/23, 14:17:25] Maga: Prefiero trabajar
[19/10/23, 14:17:27] Antonio Murillo Sevillano: Illo q son 25 pavos
[19/10/23, 14:17:32] Antonio Murillo Sevillano: Y no lo hases
[19/10/23, 14:17:35] Maga: Trucos de dinero wenos te traigo yo
[19/10/23, 14:17:43] Maga: Esto es vender mis datos
[19/10/23, 14:17:45] Antonio Murillo Sevillano: tu brode
[19/10/23, 14:17:50] Maga: Q no d que pajo
[19/10/23, 14:17:54] Antonio Murillo Sevillano: q revolut es un banco legal
[19/10/23, 14:17:59] Maga: Me lo hubiera callao y comes nabo
[19/10/23, 14:18:14] Maga: Mañana trabajo de profe
[19/10/23, 14:18:21] Antonio Murillo Sevillano: weno el trabajo de pozo
[19/10/23, 14:18:26] Antonio Murillo Sevillano: q pillaste ayer
[19/10/23, 14:18:27] Antonio Murillo Sevillano: JAJAJA
[19/10/23, 14:18:32] Maga: Y tengo tambien un finde que trabajar en un festival
[19/10/23, 14:18:44] Maga: Y me han ofrecido de dependiente de intimisimi
[19/10/23, 14:18:56] Maga: Pero muchas horas y me va regu la uni
[19/10/23, 14:23:26] Antonio Murillo Sevillano: qn
